#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
128 PULL 1 F 3 NONE 3.04723 12.9248 12.9248 -20.3649 -20.3649 -64.4699 70.4052
128 PULL 1 F 4 NONE 2.96688 13.0568 13.0568 -20.4288 -20.4288 -65.0521 70.2252
129 PULL 1 C 0 NONE 2.88847 12.9432 12.9432 -20.7873 -20.7873 -65.4343 69.5813
129 PULL 1 C 1 NONE 2.88887 13.0317 13.0317 -20.8311 -20.8311 -65.999 68.7729
129 PULL 1 C 2 NONE 2.88453 12.9236 12.9236 -20.8698 -20.8698 -65.0767 68.5947
129 PULL 1 C 3 NONE 2.82798 12.9899 12.9899 -20.8338 -20.8338 -65.2717 67.1255
129 PULL 1 C 4 NONE 2.92239 12.9277 12.9277 -20.79 -20.79 -65.4137 69.1272
130 PULL 1 F 0 NONE 3.12964 13.0608 13.0608 -20.4183 -20.4183 -64.962 70.3657
130 PULL 1 F 1 NONE 3.16424 12.9927 12.9927 -20.1557 -20.1557 -64.6194 70.6315
130 PULL 1 F 2 NONE 2.95273 13.0411 13.0411 -20.1812 -20.1812 -64.5271 69.348
130 PULL 1 F 3 NONE 3.11984 13.0058 13.0058 -20.3752 -20.3752 -64.4969 69.4107
130 PULL 1 F 4 NONE 2.96231 13.0686 13.0686 -20.4745 -20.4745 -64.7314 70.3301
131 PULL 1 A 0 NONE 3.05256 13.075 13.075 -21.2597 -21.2597 -65.6526 74.872
131 PULL 1 A 1 NONE 3.16461 13.0544 13.0544 -21.2369 -21.2369 -66.3081 75.8739
131 PULL 1 A 2 NONE 3.16965 13.0134 13.0134 -21.0457 -21.0457 -65.2265 75.1457
131 PULL 1 A 3 NONE 3.1424 13.0797 13.0797 -21.1394 -21.1394 -65.8269 74.6965
131 PULL 1 A 4 NONE 3.09073 13.022 13.022 -20.962 -20.962 -65.8953 74.5431
132 PULL 1 E 0 NONE 3.22049 12.9662 12.9662 -21.3117 -21.3117 -65.1522 76.9171
132 PULL 1 E 1 NONE 3.11198 13.0751 13.0751 -21.2229 -21.2229 -65.1967 76.7676
132 PULL 1 E 2 NONE 3.18449 12.9867 12.9867 -21.1407 -21.1407 -64.7151 76.3699
132 PULL 1 E 3 NONE 3.12109 13.0186 13.0186 -21.3014 -21.3014 -64.8865 76.5426
132 PULL 1 E 4 NONE 3.10633 12.9285 12.9285 -20.9855 -20.9855 -64.9658 75.3622
133 PULL 1 D 0 NONE 2.94678 13.0037 13.0037 -20.5554 -20.5554 -65.317 70.8668
133 PULL 1 D 1 NONE 2.86045 13.0691 13.0691 -20.5409 -20.5409 -65.7033 73.2604
133 PULL 1 D 2 NONE 3.08906 12.9872 12.9872 -20.8333 -20.8333 -64.6505 72.0459
133 PULL 1 D 3 NONE 3.11329 13.0931 13.0931 -20.6351 -20.6351 -64.4514 72.635
133 PULL 1 D 4 NONE 3.08668 13.0889 13.0889 -20.61 -20.61 -65.2539 73.4725
134 PULL 1 F 0 NONE 3.24824 13.037 13.037 -20.502 -20.502 -64.8642 69.2197
134 PULL 1 F 1 NONE 3.2568 13.1167 13.1167 -20.5413 -20.5413 -65.2462 69.4248
134 PULL 1 F 2 NONE 3.21179 13.0995 13.0995 -20.5016 -20.5016 -64.8271 70.1509
134 PULL 1 F 3 NONE 3.17672 13.183 13.183 -20.6896 -20.6896 -65.2059 69.5097
134 PULL 1 F 4 NONE 3.19232 13.1168 13.1168 -20.737 -20.737 -65.1419 70.3048
135 PULL 1 E 0 NONE 3.06685 13.1507 13.1507 -20.9727 -20.9727 -64.5266 70.4446
135 PULL 1 E 1 NONE 3.205 13.1601 13.1601 -20.9888 -20.9888 -64.9102 70.0565
135 PULL 1 E 2 NONE 2.96392 13.156 13.156 -20.9407 -20.9407 -64.9004 71.434
135 PULL 1 E 3 NONE 3.06641 13.2146 13.2146 -20.744 -20.744 -64.9907 70.1189
135 PULL 1 E 4 NONE 3.21716 13.0904 13.0904 -20.5756 -20.5756 -65.1638 69.8101
136 PULL 1 A 0 NONE 2.9804 13.2103 13.2103 -21.35 -21.35 -65.7401 72.9795
136 PULL 1 A 1 NONE 2.93774 13.1027 13.1027 -21.3916 -21.3916 -65.1954 72.6927
136 PULL 1 A 2 NONE 2.97537 13.2853 13.2853 -21.2545 -21.2545 -65.4092 73.6598
136 PULL 1 A 3 NONE 2.85818 13.2482 13.2482 -21.2414 -21.2414 -65.227 74.1403
136 PULL 1 A 4 NONE 2.87555 13.1068 13.1068 -21.02 -21.02 -65.0393 74.3891
137 PULL 1 B 0 NONE 2.82913 13.043 13.043 -21.3862 -21.3862 -65.9391 70.8924
137 PULL 1 B 1 NONE 2.87545 13.1 13.1 -21.239 -21.239 -65.9154 70.6041
137 PULL 1 B 2 NONE 2.86033 12.9456 12.9456 -21.2403 -21.2403 -66.1731 69.8394
137 PULL 1 B 3 NONE 2.79331 13.0833 13.0833 -21.491 -21.491 -65.8168 69.3444
137 PULL 1 B 4 NONE 2.83482 13.043 13.043 -21.3471 -21.3471 -65.4996 68.9278
138 PULL 1 D 0 NONE 2.98461 13.0676 13.0676 -21.1478 -21.1478 -64.1825 64.0314
138 PULL 1 D 1 NONE 2.84277 13.0353 13.0353 -21.0498 -21.0498 -64.5754 65.3082
138 PULL 1 D 2 NONE 2.79963 13.0227 13.0227 -21.1225 -21.1225 -64.4489 65.0918
138 PULL 1 D 3 NONE 2.87963 13.0241 13.0241 -21.2218 -21.2218 -64.4927 66.7431
138 PULL 1 D 4 NONE 2.8463 12.9954 12.9954 -21.137 -21.137 -64.8487 66.8953
139 PULL 1 E 0 NONE 2.86542 12.8703 12.8703 -20.5155 -20.5155 -63.8225 61.6316
139 PULL 1 E 1 NONE 2.96094 13.0233 13.0233 -20.4659 -20.4659 -64.6511 60.6045
139 PULL 1 E 2 NONE 2.91166 12.9687 12.9687 -20.3938 -20.3938 -66.0271 60.9424
139 PULL 1 E 3 NONE 2.84926 13.0385 13.0385 -20.5032 -20.5032 -64.9789 60.9342
139 PULL 1 E 4 NONE 2.8673 12.9826 12.9826 -20.5944 -20.5944 -65.084 61.0865
140 PULL 1 B 0 NONE 2.99469 13.0351 13.0351 -20.9407 -20.9407 -62.7889 66.4471
140 PULL 1 B 1 NONE 2.8194 13.0742 13.0742 -20.6342 -20.6342 -64.3092 66.3754
140 PULL 1 B 2 NONE 2.98986 13.0364 13.0364 -20.6762 -20.6762 -63.884 66.4742
140 PULL 1 B 3 NONE 3.0869 12.8924 12.8924 -20.5945 -20.5945 -62.8065 67.8377
140 PULL 1 B 4 NONE 3.04104 12.8966 12.8966 -20.5266 -20.5266 -63.6246 67.8521
141 PULL 1 E 0 NONE 3.02044 13.0079 13.0079 -20.7696 -20.7696 -62.3623 62.922
141 PULL 1 E 1 NONE 3.05118 13.0094 13.0094 -20.6695 -20.6695 -61.6079 61.7532
141 PULL 1 E 2 NONE 2.97288 13.1084 13.1084 -20.6422 -20.6422 -63.3334 61.6111
141 PULL 1 E 3 NONE 3.01952 13.0326 13.0326 -20.5691 -20.5691 -63.4524 61.6867
141 PULL 1 E 4 NONE 3.01249 12.9894 12.9894 -20.5382 -20.5382 -63.0103 61.6077
142 PULL 1 B 0 NONE 2.9748 13.0198 13.0198 -20.0021 -20.0021 -64.1745 60.5669
142 PULL 1 B 1 NONE 2.9956 12.9616 12.9616 -19.9314 -19.9314 -64.4101 60.7991
142 PULL 1 B 2 NONE 3.02433 12.9607 12.9607 -19.9043 -19.9043 -64.6727 60.8164
142 PULL 1 B 3 NONE 3.02022 13.0105 13.0105 -20.0076 -20.0076 -64.6592 60.63
142 PULL 1 B 4 NONE 2.97449 12.9602 12.9602 -20.0665 -20.0665 -64.4185 61.8709
143 PULL 1 C 0 NONE 3.13986 12.9079 12.9079 -19.6626 -19.6626 -63.15 63.6334
143 PULL 1 C 1 NONE 3.09289 12.8999 12.8999 -19.7564 -19.7564 -62.4322 64.5664
143 PULL 1 C 2 NONE 3.08923 13.0712 13.0712 -19.7194 -19.7194 -62.8604 63.5745
143 PULL 1 C 3 NONE 3.00411 12.9716 12.9716 -19.5904 -19.5904 -63.0783 61.84
143 PULL 1 C 4 NONE 2.96479 13.0437 13.0437 -19.5701 -19.5701 -62.8202 61.4271
144 PULL 1 A 0 NONE 2.91952 13.1152 13.1152 -19.7934 -19.7934 -65.9678 61.9471
144 PULL 1 A 1 NONE 3.11492 13.0244 13.0244 -19.9421 -19.9421 -65.5189 62.6759
144 PULL 1 A 2 NONE 3.02866 13.095 13.095 -19.916 -19.916 -65.1305 63.805
144 PULL 1 A 3 NONE 2.99497 13.1356 13.1356 -20.0819 -20.0819 -65.5122 65.1271
144 PULL 1 A 4 NONE 3.15883 13.0335 13.0335 -20.1668 -20.1668 -65.7312 64.7087
145 PULL 1 C 0 NONE 3.06415 13.048 13.048 -20.1472 -20.1472 -65.3985 61.2306
145 PULL 1 C 1 NONE 3.08175 12.9062 12.9062 -19.9128 -19.9128 -65.3586 60.8452
145 PULL 1 C 2 NONE 3.02651 12.9038 12.9038 -19.7669 -19.7669 -64.6424 61.2871
145 PULL 1 C 3 NONE 3.05558 13.0195 13.0195 -19.9122 -19.9122 -65.9191 60.8253
145 PULL 1 C 4 NONE 2.93209 13.0123 13.0123 -20.0884 -20.0884 -65.3809 60.1845
146 PULL 1 F 0 NONE 3.06263 12.9505 12.9505 -19.9901 -19.9901 -65.5313 60.6089
146 PULL 1 F 1 NONE 3.09091 12.9612 12.9612 -20.0893 -20.0893 -65.2704 61.5283
146 PULL 1 F 2 NONE 3.12025 13.0565 13.0565 -20.0934 -20.0934 -65.4387 62.2092
146 PULL 1 F 3 NONE 3.06106 13.042 13.042 -20.0911 -20.0911 -65.2735 61.5304
146 PULL 1 F 4 NONE 2.93949 13.0994 13.0994 -20.166 -20.166 -64.8681 61.534
147 PULL 1 F 0 NONE 3.06257 12.9389 12.9389 -19.9675 -19.9675 -65.0702 61.6774
147 PULL 1 F 1 NONE 3.02095 12.9772 12.9772 -19.9607 -19.9607 -64.9711 60.4191
147 PULL 1 F 2 NONE 2.93052 13.0428 13.0428 -20.0674 -20.0674 -64.8044 61.2866
147 PULL 1 F 3 NONE 2.93487 13.0488 13.0488 -20.0384 -20.0384 -64.6275 60.5791
147 PULL 1 F 4 NONE 2.87865 13.0896 13.0896 -20.0481 -20.0481 -65.1821 60.7359
148 PULL 1 F 0 NONE 3.10642 12.9426 12.9426 -19.8686 -19.8686 -64.0363 62.8426
148 PULL 1 F 1 NONE 3.18514 12.9422 12.9422 -19.8318 -19.8318 -63.8293 62.6541
148 PULL 1 F 2 NONE 3.03471 12.8975 12.8975 -19.9341 -19.9341 -64.8125 62.5729
148 PULL 1 F 3 NONE 3.02686 12.9013 12.9013 -19.9049 -19.9049 -64.9417 61.5457
148 PULL 1 F 4 NONE 3.10412 12.9537 12.9537 -19.9829 -19.9829 -64.8668 61.6067
149 PULL 1 C 0 NONE 3.11781 12.9071 12.9071 -20.6128 -20.6128 -64.5956 67.0857
149 PULL 1 C 1 NONE 3.15934 13.02 13.02 -20.542 -20.542 -65.0062 66.9624
149 PULL 1 C 2 NONE 3.0791 13.0096 13.0096 -20.5592 -20.5592 -65.3762 66.1833
149 PULL 1 C 3 NONE 3.12039 12.9579 12.9579 -20.5325 -20.5325 -65.2181 68.0047
149 PULL 1 C 4 NONE 3.2587 13.0359 13.0359 -20.5872 -20.5872 -64.9665 68.8115
150 PULL 1 A 0 NONE 3.42059 12.7531 12.7531 -20.5605 -20.5605 -63.7573 68.6529
150 PULL 1 A 1 NONE 3.28234 12.8114 12.8114 -20.4997 -20.4997 -64.8401 67.1517
150 PULL 1 A 2 NONE 3.19971 12.9057 12.9057 -20.6786 -20.6786 -64.9636 66.993
150 PULL 1 A 3 NONE 3.1777 12.9479 12.9479 -20.7409 -20.7409 -64.5875 67.5588
150 PULL 1 A 4 NONE 3.2506 12.9334 12.9334 -20.5689 -20.5689 -64.6848 68.0929
151 PULL 1 C 0 NONE 3.1378 12.9758 12.9758 -19.6006 -19.6006 -65.048 65.3748
151 PULL 1 C 1 NONE 3.24461 12.882 12.882 -19.5523 -19.5523 -64.2171 66.2651
151 PULL 1 C 2 NONE 3.28345 12.8435 12.8435 -19.6171 -19.6171 -63.8543 66.0972
151 PULL 1 C 3 NONE 3.22562 12.8984 12.8984 -19.5164 -19.5164 -64.6416 67.0708
151 PULL 1 C 4 NONE 3.16888 12.8607 12.8607 -19.5348 -19.5348 -64.3913 66.1657
152 PULL 1 B 0 NONE 3.35459 12.8562 12.8562 -19.9489 -19.9489 -63.2624 64.8807
152 PULL 1 B 1 NONE 3.38293 12.8805 12.8805 -20.0603 -20.0603 -63.2545 67.1554
152 PULL 1 B 2 NONE 3.29712 12.9382 12.9382 -19.91 -19.91 -63.6965 67.6239
152 PULL 1 B 3 NONE 3.31621 12.8183 12.8183 -20.0978 -20.0978 -63.9191 67.7536
152 PULL 1 B 4 NONE 3.3557 12.8682 12.8682 -20.0722 -20.0722 -63.7992 66.1039
153 PULL 1 D 0 NONE 3.09712 13.0039 13.0039 -20.8208 -20.8208 -64.0922 63.8346
153 PULL 1 D 1 NONE 2.93908 13.1326 13.1326 -20.6962 -20.6962 -64.9893 64.4871
153 PULL 1 D 2 NONE 2.93538 13.1636 13.1636 -20.5898 -20.5898 -65.5416 65.1974
153 PULL 1 D 3 NONE 3.10646 13.0435 13.0435 -20.6835 -20.6835 -64.4983 64.4095
153 PULL 1 D 4 NONE 3.07932 13.1488 13.1488 -20.7014 -20.7014 -64.3189 65.4138
154 PULL 1 F 0 NONE 3.18254 13.0676 13.0676 -19.956 -19.956 -64.8784 67.6921
154 PULL 1 F 1 NONE 3.16895 13.0605 13.0605 -19.8553 -19.8553 -65.1012 66.7193
154 PULL 1 F 2 NONE 3.22984 13.1047 13.1047 -19.8728 -19.8728 -65.3259 66.3502
154 PULL 1 F 3 NONE 3.27916 13.058 13.058 -19.8811 -19.8811 -64.7738 66.7905
154 PULL 1 F 4 NONE 3.11465 13.0325 13.0325 -20.072 -20.072 -64.6864 67.0679
155 PULL 1 C 0 NONE 3.16337 12.9563 12.9563 -19.5192 -19.5192 -64.4077 65.9224
155 PULL 1 C 1 NONE 3.00115 12.9202 12.9202 -19.6285 -19.6285 -64.4802 67.7168
155 PULL 1 C 2 NONE 3.09377 12.9558 12.9558 -19.9162 -19.9162 -64.4438 66.4869
155 PULL 1 C 3 NONE 3.12874 12.9258 12.9258 -20.0193 -20.0193 -64.893 67.0265
155 PULL 1 C 4 NONE 3.1669 12.9857 12.9857 -20.0797 -20.0797 -64.695 66.4706
156 PULL 1 A 0 NONE 2.91423 12.8648 12.8648 -20.7611 -20.7611 -64.7345 65.1382
156 PULL 1 A 1 NONE 2.99199 12.8688 12.8688 -20.629 -20.629 -64.5611 64.7643
156 PULL 1 A 2 NONE 3.08403 12.8479 12.8479 -20.544 -20.544 -65.1439 64.2593
156 PULL 1 A 3 NONE 2.9562 12.939 12.939 -20.6642 -20.6642 -65.2973 64.8078
156 PULL 1 A 4 NONE 3.00912 13.0218 13.0218 -20.7432 -20.7432 -65.5237 65.919
157 PULL 1 F 0 NONE 3.00227 13.015 13.015 -21.8494 -21.8494 -65.0922 66.7009
157 PULL 1 F 1 NONE 3.0301 13.0554 13.0554 -21.6522 -21.6522 -65.1785 67.1318
157 PULL 1 F 2 NONE 2.83079 12.9942 12.9942 -21.5714 -21.5714 -64.9144 68.0688
157 PULL 1 F 3 NONE 2.86097 13.0707 13.0707 -21.7061 -21.7061 -64.7989 68.1608
157 PULL 1 F 4 NONE 2.89448 13.0444 13.0444 -21.78 -21.78 -64.6116 66.3043
158 PULL 1 E 0 NONE 3.06706 12.9917 12.9917 -21.1836 -21.1836 -64.6508 71.1068
158 PULL 1 E 1 NONE 3.07806 12.9793 12.9793 -21.1411 -21.1411 -64.5814 72.5411
158 PULL 1 E 2 NONE 3.02398 12.9597 12.9597 -21.1586 -21.1586 -64.8189 71.7808
158 PULL 1 E 3 NONE 2.96596 12.9614 12.9614 -20.8642 -20.8642 -64.9832 72.747
158 PULL 1 E 4 NONE 3.01898 12.9485 12.9485 -20.7955 -20.7955 -64.5932 72.8777
159 PULL 1 E 0 NONE 2.82416 13.0781 13.0781 -21.8309 -21.8309 -66.5031 72.1674
159 PULL 1 E 1 NONE 2.9253 13.1491 13.1491 -21.9329 -21.9329 -66.2459 71.106
159 PULL 1 E 2 NONE 2.86452 13.1319 13.1319 -21.9505 -21.9505 -66.1397 71.0468
159 PULL 1 E 3 NONE 2.77842 13.0328 13.0328 -21.8852 -21.8852 -65.4062 70.1952
159 PULL 1 E 4 NONE 2.86869 13.0358 13.0358 -21.9576 -21.9576 -64.9925 69.9372
160 PULL 1 A 0 NONE 2.78163 13.0476 13.0476 -21.8009 -21.8009 -66.4359 72.6156
160 PULL 1 A 1 NONE 2.78632 13.0117 13.0117 -21.7525 -21.7525 -65.7878 72.0933
160 PULL 1 A 2 NONE 2.89081 12.9825 12.9825 -21.6172 -21.6172 -65.9494 71.347
160 PULL 1 A 3 NONE 2.86099 13.1403 13.1403 -21.6643 -21.6643 -65.8244 71.7281
160 PULL 1 A 4 NONE 2.9284 13.118 13.118 -21.7499 -21.7499 -66.092 71.1056
161 PULL 1 E 0 NONE 3.01079 13.112 13.112 -20.8468 -20.8468 -64.9105 72.3644
161 PULL 1 E 1 NONE 3.05529 13.1294 13.1294 -21.0849 -21.0849 -64.6609 71.7079
161 PULL 1 E 2 NONE 3.11192 13.0459 13.0459 -21.074 -21.074 -64.6552 71.77
161 PULL 1 E 3 NONE 3.09828 13.1551 13.1551 -21.0565 -21.0565 -65.3322 71.7164
161 PULL 1 E 4 NONE 3.14752 13.1276 13.1276 -21.0739 -21.0739 -64.3448 72.1093
162 PULL 1 B 0 NONE 2.98381 13.0406 13.0406 -21.0147 -21.0147 -65.3417 67.918
162 PULL 1 B 1 NONE 2.93979 12.907 12.907 -21.0316 -21.0316 -64.6207 67.7714
162 PULL 1 B 2 NONE 2.88906 12.9875 12.9875 -21.1081 -21.1081 -65.9054 67.1949
162 PULL 1 B 3 NONE 2.83505 12.9763 12.9763 -20.9964 -20.9964 -65.3161 67.5869
162 PULL 1 B 4 NONE 2.87404 13.0555 13.0555 -21.0806 -21.0806 -65.1002 70.4361
163 PULL 1 C 0 NONE 3.20367 12.9662 12.9662 -20.4508 -20.4508 -65.6719 68.2134
163 PULL 1 C 1 NONE 3.12954 13.0726 13.0726 -20.687 -20.687 -66.1464 67.666
163 PULL 1 C 2 NONE 3.09044 13.0729 13.0729 -20.6423 -20.6423 -65.746 67.9261
163 PULL 1 C 3 NONE 3.04027 12.9838 12.9838 -20.6226 -20.6226 -65.8002 68.2568
163 PULL 1 C 4 NONE 3.06652 12.9746 12.9746 -20.787 -20.787 -65.8751 68.5233
164 PULL 1 B 0 NONE 3.18011 12.9822 12.9822 -20.5104 -20.5104 -65.6585 72.3282
164 PULL 1 B 1 NONE 3.15625 13.087 13.087 -20.5425 -20.5425 -65.8391 71.3007
164 PULL 1 B 2 NONE 3.14736 13.0194 13.0194 -20.6011 -20.6011 -66.046 69.3045
164 PULL 1 B 3 NONE 3.12313 12.986 12.986 -20.4343 -20.4343 -65.5707 69.4095
164 PULL 1 B 4 NONE 3.10692 13.1165 13.1165 -20.5521 -20.5521 -65.3998 68.9239
165 PULL 1 D 0 NONE 3.40804 13.0525 13.0525 -20.1867 -20.1867 -64.7234 68.3529
165 PULL 1 D 1 NONE 3.25104 12.9985 12.9985 -20.2059 -20.2059 -65.513 68.4279
165 PULL 1 D 2 NONE 3.2751 12.9362 12.9362 -20.127 -20.127 -64.738 68.6068
165 PULL 1 D 3 NONE 3.27842 12.9901 12.9901 -20.2969 -20.2969 -65.3896 69.0935
165 PULL 1 D 4 NONE 3.4552 12.999 12.999 -20.1405 -20.1405 -65.3092 68.7932
166 PULL 1 C 0 NONE 3.07302 12.891 12.891 -20.1279 -20.1279 -64.8334 68.3202
166 PULL 1 C 1 NONE 3.19522 12.8842 12.8842 -19.9704 -19.9704 -65.0027 68.0542
166 PULL 1 C 2 NONE 3.34222 12.9338 12.9338 -20.3281 -20.3281 -64.8525 69.849
166 PULL 1 C 3 NONE 3.25894 12.8658 12.8658 -20.2851 -20.2851 -64.5564 69.1422
166 PULL 1 C 4 NONE 3.34465 13.0094 13.0094 -20.4765 -20.4765 -64.6445 69.8482
167 PULL 1 A 0 NONE 3.20432 12.8489 12.8489 -19.8047 -19.8047 -64.4326 63.1124
167 PULL 1 A 1 NONE 3.04586 13.0649 13.0649 -19.8434 -19.8434 -64.9956 62.9679
167 PULL 1 A 2 NONE 3.12335 12.9889 12.9889 -19.823 -19.823 -65.0975 62.8595
167 PULL 1 A 3 NONE 3.17628 12.9858 12.9858 -19.9039 -19.9039 -65.6477 63.2147
167 PULL 1 A 4 NONE 3.31408 12.9743 12.9743 -19.8982 -19.8982 -64.8784 63.5441
168 PULL 1 B 0 NONE 3.37209 13.0721 13.0721 -19.3369 -19.3369 -65.3922 66.9381
168 PULL 1 B 1 NONE 3.30009 12.9604 12.9604 -19.3265 -19.3265 -65.4934 67.2975
168 PULL 1 B 2 NONE 3.36236 12.9637 12.9637 -19.2035 -19.2035 -65.2306 67.2055
168 PULL 1 B 3 NONE 3.31904 12.9239 12.9239 -19.3558 -19.3558 -64.8787 66.552
168 PULL 1 B 4 NONE 3.34806 12.8964 12.8964 -19.386 -19.386 -65.4455 66.7127
169 PULL 1 B 0 NONE 3.23725 12.8412 12.8412 -19.0064 -19.0064 -64.7873 62.2063
169 PULL 1 B 1 NONE 3.24398 12.9591 12.9591 -18.9896 -18.9896 -64.9416 61.7854
169 PULL 1 B 2 NONE 3.21787 12.8929 12.8929 -19.0018 -19.0018 -65.042 61.5454
169 PULL 1 B 3 NONE 3.25887 12.8621 12.8621 -19.1461 -19.1461 -63.807 61.8894
169 PULL 1 B 4 NONE 3.32028 12.8821 12.8821 -19.1488 -19.1488 -64.0501 62.3743
170 PULL 1 E 0 NONE 3.20961 12.7114 12.7114 -19.4605 -19.4605 -63.5662 63.5296
170 PULL 1 E 1 NONE 3.23459 12.8003 12.8003 -19.4274 -19.4274 -64.2039 63.7599
170 PULL 1 E 2 NONE 3.1683 12.6711 12.6711 -19.3277 -19.3277 -63.8909 63.1993
170 PULL 1 E 3 NONE 3.27458 12.7897 12.7897 -19.154 -19.154 -63.575 62.6961
170 PULL 1 E 4 NONE 3.25638 12.6787 12.6787 -19.0702 -19.0702 -64.0202 62.4302
171 PULL 1 F 0 NONE 3.28423 12.9005 12.9005 -19.5006 -19.5006 -64.1565 64.5921
171 PULL 1 F 1 NONE 3.19475 12.7672 12.7672 -19.7807 -19.7807 -64.3961 65.232
171 PULL 1 F 2 NONE 3.21561 12.8098 12.8098 -19.7557 -19.7557 -65.0616 64.4297
171 PULL 1 F 3 NONE 3.25627 12.6843 12.6843 -19.5444 -19.5444 -64.5985 64.6503
171 PULL 1 F 4 NONE 3.23294 12.8144 12.8144 -19.65 -19.65 -65.3554 63.8202
172 PULL 1 B 0 NONE 3.28565 12.8637 12.8637 -19.7369 -19.7369 -64.4165 67.0528
172 PULL 1 B 1 NONE 3.33411 12.9303 12.9303 -19.9638 -19.9638 -65.2798 67.5722
172 PULL 1 B 2 NONE 3.20678 12.8768 12.8768 -19.6999 -19.6999 -65.4927 66.5604
172 PULL 1 B 3 NONE 3.21441 12.9338 12.9338 -19.6961 -19.6961 -65.8513 66.3764
172 PULL 1 B 4 NONE 3.23982 12.879 12.879 -19.5462 -19.5462 -65.5126 64.3852
173 PULL 1 D 0 NONE 3.01401 12.9301 12.9301 -19.9075 -19.9075 -65.2624 66.4321
173 PULL 1 D 1 NONE 3.06707 12.9221 12.9221 -19.9198 -19.9198 -64.6765 66.7168
173 PULL 1 D 2 NONE 3.15862 12.9992 12.9992 -19.7575 -19.7575 -63.9464 66.9772
173 PULL 1 D 3 NONE 3.14122 12.9766 12.9766 -19.6372 -19.6372 -64.9356 67.833
173 PULL 1 D 4 NONE 3.10305 12.9983 12.9983 -19.3649 -19.3649 -65.3259 66.5233
174 PULL 1 A 0 NONE 2.94685 13.101 13.101 -19.7572 -19.7572 -63.2777 66.0711
174 PULL 1 A 1 NONE 3.06656 13.0545 13.0545 -19.4151 -19.4151 -63.7526 65.9187
174 PULL 1 A 2 NONE 3.07654 13.0302 13.0302 -19.3511 -19.3511 -62.536 63.8374
174 PULL 1 A 3 NONE 2.9929 12.9805 12.9805 -19.5791 -19.5791 -62.9198 63.8738
174 PULL 1 A 4 NONE 2.97605 12.976 12.976 -19.6869 -19.6869 -63.24 62.3552
174 PULL 1 E 0 NONE 2.94687 13.1007 13.1007 -19.7579 -19.7579 -63.2771 66.0734
174 PULL 1 E 1 NONE 3.06671 13.0535 13.0535 -19.4169 -19.4169 -63.75 65.9245
174 PULL 1 E 2 NONE 3.0776 13.0198 13.0198 -19.354 -19.354 -62.5347 63.8438
174 PULL 1 E 3 NONE 2.99671 12.9708 12.9708 -19.5738 -19.5738 -62.9073 63.848
174 PULL 1 E 4 NONE 3.0147 12.9757 12.9757 -19.6852 -19.6852 -63.2141 62.3096
175 PULL 1 A 0 NONE 2.96904 13.0672 13.0672 -20.3655 -20.3655 -62.7846 65.3311
175 PULL 1 A 1 NONE 3.00154 12.9574 12.9574 -20.502 -20.502 -62.3401 66.031
175 PULL 1 A 2 NONE 3.11305 12.9637 12.9637 -20.4438 -20.4438 -61.5834 65.1522
175 PULL 1 A 3 NONE 3.12758 12.968 12.968 -20.5273 -20.5273 -63.2468 64.6967
175 PULL 1 A 4 NONE 3.19186 12.9895 12.9895 -20.4781 -20.4781 -62.5119 65.6666
176 PULL 1 A 0 NONE 2.93006 13.1044 13.1044 -20.6826 -20.6826 -62.7186 64.2197
176 PULL 1 A 1 NONE 2.87787 13.0102 13.0102 -20.3994 -20.3994 -62.8403 63.1885
176 PULL 1 A 2 NONE 2.95969 13.0171 13.0171 -20.2524 -20.2524 -62.1534 64.1007
176 PULL 1 A 3 NONE 3.02911 13.0742 13.0742 -20.3681 -20.3681 -62.898 63.9731
176 PULL 1 A 4 NONE 2.93579 13.0385 13.0385 -20.4848 -20.4848 -62.8026 65.0097
177 PULL 1 F 0 NONE 3.25982 12.9937 12.9937 -20.5946 -20.5946 -63.3146 74.586
177 PULL 1 F 1 NONE 3.21135 12.998 12.998 -20.5809 -20.5809 -62.9287 75.2969
177 PULL 1 F 2 NONE 3.23074 13.083 13.083 -20.4409 -20.4409 -63.5296 75.4193
177 PULL 1 F 3 NONE 3.23 12.9982 12.9982 -20.4266 -20.4266 -62.0037 74.873
177 PULL 1 F 4 NONE 3.23457 12.9888 12.9888 -20.3854 -20.3854 -62.4863 74.5831
178 PULL 1 A 0 NONE 3.36989 13.0981 13.0981 -20.7371 -20.7371 -63.2207 75.385
178 PULL 1 A 1 NONE 3.27276 13.0176 13.0176 -20.929 -20.929 -62.8529 76.2485
178 PULL 1 A 2 NONE 3.27168 12.9995 12.9995 -21.0067 -21.0067 -62.6025 77.0038
178 PULL 1 A 3 NONE 3.23977 13.1468 13.1468 -21.0867 -21.0867 -63.6792 74.4831
178 PULL 1 A 4 NONE 3.21621 13.0776 13.0776 -21.1199 -21.1199 -63.4118 74.1921
179 PULL 1 A 0 NONE 3.07574 13.059 13.059 -20.2442 -20.2442 -64.3418 78.0315
179 PULL 1 A 1 NONE 3.09025 13.0099 13.0099 -20.3024 -20.3024 -65.4208 78.6754
179 PULL 1 A 2 NONE 3.17195 13.0013 13.0013 -20.1809 -20.1809 -64.1247 78.3695
