#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
383 PULL 1 B 3 NONE 3.99811 12.7147 12.7147 -19.5463 -19.5463 -65.017 82.877
383 PULL 1 B 4 NONE 3.89609 12.7823 12.7823 -19.5089 -19.5089 -65.016 81.832
384 PULL 1 A 0 NONE 4.18318 12.7237 12.7237 -19.5801 -19.5801 -64.2404 81.6633
384 PULL 1 A 1 NONE 4.11428 12.768 12.768 -19.5634 -19.5634 -64.4398 81.0452
384 PULL 1 A 2 NONE 4.00509 12.7582 12.7582 -19.7152 -19.7152 -64.6233 80.1861
384 PULL 1 A 3 NONE 4.04046 12.7291 12.7291 -19.6528 -19.6528 -64.6245 81.0392
384 PULL 1 A 4 NONE 3.96338 12.7984 12.7984 -19.4958 -19.4958 -64.5152 81.8967
385 PULL 1 B 0 NONE 3.91531 12.7274 12.7274 -19.6361 -19.6361 -64.9166 78.8325
385 PULL 1 B 1 NONE 3.92352 12.7009 12.7009 -19.5765 -19.5765 -65.0915 78.6746
385 PULL 1 B 2 NONE 3.9511 12.8274 12.8274 -19.6791 -19.6791 -65.1504 79.8295
385 PULL 1 B 3 NONE 3.96172 12.8091 12.8091 -19.6776 -19.6776 -64.7471 80.1892
385 PULL 1 B 4 NONE 4.03893 12.7846 12.7846 -19.3662 -19.3662 -64.6817 79.7404
386 PULL 1 F 0 NONE 4.04894 12.641 12.641 -19.191 -19.191 -63.8518 80.796
386 PULL 1 F 1 NONE 3.99887 12.713 12.713 -19.211 -19.211 -63.4031 81.021
386 PULL 1 F 2 NONE 4.0884 12.5853 12.5853 -19.3281 -19.3281 -63.4688 80.8276
386 PULL 1 F 3 NONE 4.01589 12.6406 12.6406 -19.3965 -19.3965 -63.821 81.1393
386 PULL 1 F 4 NONE 3.97672 12.7008 12.7008 -19.3903 -19.3903 -64.2113 80.6134
387 PULL 1 D 0 NONE 4.00011 12.7074 12.7074 -19.1205 -19.1205 -63.8193 79.9375
387 PULL 1 D 1 NONE 4.04289 12.7024 12.7024 -19.1784 -19.1784 -63.9096 80.7453
387 PULL 1 D 2 NONE 4.03433 12.6326 12.6326 -19.2216 -19.2216 -63.8217 80.1849
387 PULL 1 D 3 NONE 4.0364 12.6359 12.6359 -19.1905 -19.1905 -64.0263 80.7143
387 PULL 1 D 4 NONE 4.01591 12.7396 12.7396 -19.0532 -19.0532 -64.4442 80.7117
388 PULL 1 F 0 NONE 3.86638 12.6971 12.6971 -18.8926 -18.8926 -64.1998 78.4731
388 PULL 1 F 1 NONE 3.88744 12.6723 12.6723 -19.2678 -19.2678 -64.6688 78.4974
388 PULL 1 F 2 NONE 3.83733 12.6821 12.6821 -19.1583 -19.1583 -64.2897 79.1231
388 PULL 1 F 3 NONE 3.88607 12.6939 12.6939 -19.1771 -19.1771 -64.9877 78.7207
388 PULL 1 F 4 NONE 3.86787 12.738 12.738 -19.1805 -19.1805 -65.054 79.7551
389 PULL 1 D 0 NONE 3.65501 12.6994 12.6994 -19.2673 -19.2673 -65.1804 81.5633
389 PULL 1 D 1 NONE 3.77436 12.7427 12.7427 -19.5057 -19.5057 -64.7289 81.201
389 PULL 1 D 2 NONE 3.74237 12.6601 12.6601 -19.6873 -19.6873 -64.8636 80.0387
389 PULL 1 D 3 NONE 3.75462 12.701 12.701 -19.41 -19.41 -65.0854 80.9556
389 PULL 1 D 4 NONE 3.83599 12.6431 12.6431 -19.4715 -19.4715 -65.1838 81.9508
390 PULL 1 D 0 NONE 3.82318 12.6896 12.6896 -18.9928 -18.9928 -64.8856 81.5384
390 PULL 1 D 1 NONE 3.91555 12.7045 12.7045 -18.7633 -18.7633 -65.0375 81.7196
390 PULL 1 D 2 NONE 4.04817 12.6669 12.6669 -18.9184 -18.9184 -64.8443 81.7739
390 PULL 1 D 3 NONE 4.05833 12.7098 12.7098 -18.8815 -18.8815 -65.0242 81.6739
390 PULL 1 D 4 NONE 3.93519 12.638 12.638 -18.7872 -18.7872 -65.1613 81.7922
391 PULL 1 D 0 NONE 3.87592 12.6365 12.6365 -19.2034 -19.2034 -64.6313 82.1516
391 PULL 1 D 1 NONE 3.81811 12.7644 12.7644 -19.3483 -19.3483 -64.5895 82.4798
391 PULL 1 D 2 NONE 3.90961 12.6705 12.6705 -19.1627 -19.1627 -64.9456 81.7754
391 PULL 1 D 3 NONE 3.80096 12.6897 12.6897 -19.0931 -19.0931 -64.9564 83.2071
391 PULL 1 D 4 NONE 3.99975 12.6802 12.6802 -19.0808 -19.0808 -65.2692 83.0668
392 PULL 1 B 0 NONE 3.92255 12.7003 12.7003 -19.4525 -19.4525 -64.8773 83.4381
392 PULL 1 B 1 NONE 4.09102 12.6539 12.6539 -19.5127 -19.5127 -65.1083 83.0434
392 PULL 1 B 2 NONE 4.08311 12.6332 12.6332 -19.325 -19.325 -65.0143 83.0972
392 PULL 1 B 3 NONE 4.1171 12.6427 12.6427 -19.3063 -19.3063 -64.5059 84.2973
392 PULL 1 B 4 NONE 4.12848 12.7005 12.7005 -19.1935 -19.1935 -64.7834 83.002
393 PULL 1 D 0 NONE 3.71313 12.6946 12.6946 -19.1431 -19.1431 -64.5139 83.156
393 PULL 1 D 1 NONE 3.86486 12.6972 12.6972 -19.1305 -19.1305 -64.7952 82.6481
393 PULL 1 D 2 NONE 3.975 12.6376 12.6376 -19.037 -19.037 -64.9761 83.1295
393 PULL 1 D 3 NONE 4.10049 12.6321 12.6321 -19.0029 -19.0029 -64.6852 83.7472
393 PULL 1 D 4 NONE 4.01829 12.6737 12.6737 -18.9397 -18.9397 -64.8293 84.7499
394 PULL 1 C 0 NONE 3.75741 12.7993 12.7993 -19.8708 -19.8708 -64.6474 85.233
394 PULL 1 C 1 NONE 3.83185 12.7682 12.7682 -19.7485 -19.7485 -64.9055 84.5051
394 PULL 1 C 2 NONE 3.84853 12.79 12.79 -19.7402 -19.7402 -65.0004 86.0776
394 PULL 1 C 3 NONE 3.8645 12.7181 12.7181 -19.8429 -19.8429 -64.7699 86.7092
394 PULL 1 C 4 NONE 3.79097 12.793 12.793 -19.6324 -19.6324 -64.5492 85.1606
395 PULL 1 A 0 NONE 4.02408 12.6651 12.6651 -19.3608 -19.3608 -62.6847 85.3236
395 PULL 1 A 1 NONE 4.0864 12.7168 12.7168 -19.4708 -19.4708 -63.734 83.6191
395 PULL 1 A 2 NONE 3.95373 12.7421 12.7421 -19.5028 -19.5028 -64.2697 83.7889
395 PULL 1 A 3 NONE 3.901 12.691 12.691 -19.4746 -19.4746 -63.769 84.9257
395 PULL 1 A 4 NONE 3.95696 12.6981 12.6981 -19.4312 -19.4312 -64.4808 84.8865
396 PULL 1 C 0 NONE 3.91854 12.6252 12.6252 -18.9396 -18.9396 -62.682 84.2587
396 PULL 1 C 1 NONE 3.90312 12.5723 12.5723 -19.0326 -19.0326 -62.6851 83.2909
396 PULL 1 C 2 NONE 3.82944 12.6464 12.6464 -19.0745 -19.0745 -61.7393 83.0446
396 PULL 1 C 3 NONE 3.97265 12.6805 12.6805 -19.3027 -19.3027 -62.7506 83.8977
396 PULL 1 C 4 NONE 3.88925 12.6697 12.6697 -19.2643 -19.2643 -62.3925 83.4509
397 PULL 1 F 0 NONE 4.13319 12.6849 12.6849 -19.4461 -19.4461 -64.227 82.6446
397 PULL 1 F 1 NONE 3.99743 12.7749 12.7749 -19.3085 -19.3085 -64.3221 83.7391
397 PULL 1 F 2 NONE 4.09789 12.7458 12.7458 -19.4793 -19.4793 -63.9338 84.2806
397 PULL 1 F 3 NONE 4.11586 12.6674 12.6674 -19.632 -19.632 -63.59 82.8524
397 PULL 1 F 4 NONE 4.10498 12.6212 12.6212 -19.7063 -19.7063 -62.858 82.709
398 PULL 1 E 0 NONE 3.75587 12.85 12.85 -19.5422 -19.5422 -62.4096 81.5869
398 PULL 1 E 1 NONE 3.67402 12.7195 12.7195 -19.3317 -19.3317 -62.5883 82.4154
398 PULL 1 E 2 NONE 3.78749 12.6961 12.6961 -19.3072 -19.3072 -63.0961 82.438
398 PULL 1 E 3 NONE 3.72408 12.7091 12.7091 -19.3985 -19.3985 -63.9702 83.4298
398 PULL 1 E 4 NONE 3.78434 12.7022 12.7022 -19.6021 -19.6021 -62.8217 82.9883
399 PULL 1 A 0 NONE 3.90089 12.5711 12.5711 -19.271 -19.271 -64.9205 80.0622
399 PULL 1 A 1 NONE 3.71943 12.7184 12.7184 -19.5136 -19.5136 -64.9222 80.5819
399 PULL 1 A 2 NONE 3.89112 12.7342 12.7342 -19.5815 -19.5815 -64.686 80.3853
399 PULL 1 A 3 NONE 3.80738 12.7558 12.7558 -19.6725 -19.6725 -65.5939 80.1423
399 PULL 1 A 4 NONE 3.89095 12.7621 12.7621 -19.6806 -19.6806 -64.6847 80.0826
400 PULL 1 D 0 NONE 3.76939 12.7084 12.7084 -20.1896 -20.1896 -64.6409 82.8704
400 PULL 1 D 1 NONE 3.8462 12.6633 12.6633 -20.0601 -20.0601 -64.6565 83.4413
400 PULL 1 D 2 NONE 3.90885 12.6981 12.6981 -19.9663 -19.9663 -64.6611 83.708
400 PULL 1 D 3 NONE 3.91828 12.7659 12.7659 -19.9764 -19.9764 -64.6084 83.993
400 PULL 1 D 4 NONE 3.98337 12.6315 12.6315 -19.9712 -19.9712 -64.58 83.1758
401 PULL 1 E 0 NONE 3.96414 12.5656 12.5656 -19.0777 -19.0777 -64.5854 81.7866
401 PULL 1 E 1 NONE 3.95657 12.6013 12.6013 -18.927 -18.927 -64.6252 82.7312
401 PULL 1 E 2 NONE 3.94732 12.5704 12.5704 -19.0032 -19.0032 -63.9243 83.3728
401 PULL 1 E 3 NONE 3.91125 12.5268 12.5268 -19.1408 -19.1408 -64.7389 83.8086
401 PULL 1 E 4 NONE 3.87821 12.6212 12.6212 -18.9703 -18.9703 -65.0351 83.3317
402 PULL 1 D 0 NONE 3.84216 12.7018 12.7018 -19.5114 -19.5114 -64.6815 81.5393
402 PULL 1 D 1 NONE 3.84863 12.6587 12.6587 -19.3238 -19.3238 -64.514 80.4971
402 PULL 1 D 2 NONE 3.81819 12.6927 12.6927 -19.4432 -19.4432 -64.4862 80.9083
402 PULL 1 D 3 NONE 3.84209 12.6493 12.6493 -19.5494 -19.5494 -64.3425 80.9675
402 PULL 1 D 4 NONE 3.80648 12.6567 12.6567 -19.6469 -19.6469 -64.332 82.185
403 PULL 1 A 0 NONE 4.06726 12.726 12.726 -19.4974 -19.4974 -63.6149 79.7144
403 PULL 1 A 1 NONE 4.02067 12.7925 12.7925 -19.3379 -19.3379 -63.8381 79.8105
403 PULL 1 A 2 NONE 3.94094 12.7737 12.7737 -19.3044 -19.3044 -63.7592 79.9278
403 PULL 1 A 3 NONE 4.02765 12.7636 12.7636 -19.018 -19.018 -63.3525 79.2888
403 PULL 1 A 4 NONE 4.07088 12.6952 12.6952 -19.1151 -19.1151 -63.1304 80.251
404 PULL 1 F 0 NONE 3.86237 12.776 12.776 -19.236 -19.236 -64.8685 80.3347
404 PULL 1 F 1 NONE 3.87273 12.815 12.815 -19.2501 -19.2501 -65.818 80.2927
404 PULL 1 F 2 NONE 3.91969 12.8743 12.8743 -19.3033 -19.3033 -64.791 80.4888
404 PULL 1 F 3 NONE 3.95689 12.7279 12.7279 -19.3828 -19.3828 -64.7219 79.9702
404 PULL 1 F 4 NONE 3.82508 12.7509 12.7509 -19.414 -19.414 -65.1387 79.9013
405 PULL 1 E 0 NONE 4.27218 12.8711 12.8711 -19.3302 -19.3302 -64.3373 84.1167
405 PULL 1 E 1 NONE 4.28644 12.797 12.797 -19.3922 -19.3922 -62.6062 83.9903
405 PULL 1 E 2 NONE 4.16666 12.7675 12.7675 -19.3461 -19.3461 -62.9677 83.5763
405 PULL 1 E 3 NONE 4.20776 12.834 12.834 -19.2926 -19.2926 -63.1112 83.0153
405 PULL 1 E 4 NONE 4.1798 12.7239 12.7239 -19.5813 -19.5813 -64.34 84.0016
406 PULL 1 E 0 NONE 3.87136 12.773 12.773 -19.1706 -19.1706 -65.2737 79.3788
406 PULL 1 E 1 NONE 3.92716 12.7104 12.7104 -19.1637 -19.1637 -64.3188 80.4573
406 PULL 1 E 2 NONE 3.83046 12.6295 12.6295 -18.9599 -18.9599 -63.8039 80.8563
406 PULL 1 E 3 NONE 3.89521 12.6548 12.6548 -19.0061 -19.0061 -63.372 80.9307
406 PULL 1 E 4 NONE 3.92172 12.7013 12.7013 -18.9126 -18.9126 -62.7985 80.4152
407 PULL 1 B 0 NONE 4.04975 12.7838 12.7838 -19.4349 -19.4349 -63.8597 84.403
407 PULL 1 B 1 NONE 4.07203 12.8602 12.8602 -19.5395 -19.5395 -64.4594 85.2365
407 PULL 1 B 2 NONE 4.08049 12.8025 12.8025 -19.6656 -19.6656 -65.1288 85.0747
407 PULL 1 B 3 NONE 4.20462 12.7805 12.7805 -19.4536 -19.4536 -64.2306 84.7565
407 PULL 1 B 4 NONE 4.17582 12.716 12.716 -19.4632 -19.4632 -64.4452 84.0316
408 PULL 1 E 0 NONE 3.88247 12.825 12.825 -19.3524 -19.3524 -63.683 85.1138
408 PULL 1 E 1 NONE 4.00738 12.7573 12.7573 -19.3853 -19.3853 -64.3933 86.329
408 PULL 1 E 2 NONE 3.95341 12.8231 12.8231 -19.2754 -19.2754 -64.1537 86.5332
408 PULL 1 E 3 NONE 3.98018 12.7851 12.7851 -19.3123 -19.3123 -64.3487 85.6307
408 PULL 1 E 4 NONE 4.02761 12.9261 12.9261 -19.3414 -19.3414 -64.2964 86.1509
409 PULL 1 C 0 NONE 4.00832 12.8686 12.8686 -19.4929 -19.4929 -63.9526 83.5144
409 PULL 1 C 1 NONE 3.93925 12.8791 12.8791 -19.4198 -19.4198 -64.6421 83.4562
409 PULL 1 C 2 NONE 3.9211 12.8571 12.8571 -19.3953 -19.3953 -64.4459 83.9989
409 PULL 1 C 3 NONE 4.11758 12.8934 12.8934 -19.4249 -19.4249 -63.9741 82.7853
409 PULL 1 C 4 NONE 3.89755 12.7532 12.7532 -19.4545 -19.4545 -64.4151 83.8086
410 PULL 1 F 0 NONE 3.95441 12.8479 12.8479 -19.6987 -19.6987 -64.9592 82.2275
410 PULL 1 F 1 NONE 3.93131 12.9393 12.9393 -19.5461 -19.5461 -65.2397 82.6817
410 PULL 1 F 2 NONE 3.86768 12.901 12.901 -19.3819 -19.3819 -64.8379 82.8443
410 PULL 1 F 3 NONE 3.85855 12.8305 12.8305 -19.405 -19.405 -64.7 81.6137
410 PULL 1 F 4 NONE 3.81279 12.7591 12.7591 -19.3805 -19.3805 -64.6884 81.7866
411 PULL 1 F 0 NONE 4.04173 12.7133 12.7133 -19.2906 -19.2906 -64.8803 82.4593
411 PULL 1 F 1 NONE 4.04689 12.6468 12.6468 -19.1502 -19.1502 -64.0791 82.4664
411 PULL 1 F 2 NONE 3.97644 12.7403 12.7403 -19.2961 -19.2961 -62.8157 83.0663
411 PULL 1 F 3 NONE 3.94565 12.7535 12.7535 -19.0895 -19.0895 -62.2484 81.4625
411 PULL 1 F 4 NONE 4.07764 12.6851 12.6851 -19.1387 -19.1387 -62.4804 82.0602
412 PULL 1 D 0 NONE 4.26923 12.6989 12.6989 -19.7405 -19.7405 -63.9337 82.7809
412 PULL 1 D 1 NONE 4.25202 12.6531 12.6531 -19.8851 -19.8851 -64.3194 82.3049
412 PULL 1 D 2 NONE 4.21153 12.6185 12.6185 -19.9618 -19.9618 -64.5487 82.5974
412 PULL 1 D 3 NONE 4.27826 12.6651 12.6651 -19.8903 -19.8903 -64.5482 82.4139
412 PULL 1 D 4 NONE 4.3331 12.6174 12.6174 -19.8981 -19.8981 -64.871 80.1573
413 PULL 1 D 0 NONE 4.20803 12.711 12.711 -19.5794 -19.5794 -64.413 85.7707
413 PULL 1 D 1 NONE 4.18002 12.7234 12.7234 -19.5974 -19.5974 -64.7309 84.8924
413 PULL 1 D 2 NONE 4.23806 12.6743 12.6743 -19.5609 -19.5609 -64.1702 84.755
413 PULL 1 D 3 NONE 4.20841 12.7204 12.7204 -19.3915 -19.3915 -63.9011 83.9719
413 PULL 1 D 4 NONE 4.17716 12.6322 12.6322 -19.2178 -19.2178 -63.9951 84.2383
414 PULL 1 A 0 NONE 3.90027 12.7372 12.7372 -19.8156 -19.8156 -64.8259 82.8582
414 PULL 1 A 1 NONE 3.97956 12.716 12.716 -19.5543 -19.5543 -65.0208 82.0097
414 PULL 1 A 2 NONE 3.96721 12.7561 12.7561 -19.6364 -19.6364 -64.3746 82.0572
414 PULL 1 A 3 NONE 3.81034 12.7806 12.7806 -19.7273 -19.7273 -64.5393 81.6301
414 PULL 1 A 4 NONE 3.861 12.7913 12.7913 -19.6164 -19.6164 -65.405 79.4524
415 PULL 1 F 0 NONE 3.96402 12.7032 12.7032 -19.2496 -19.2496 -64.6929 81.424
415 PULL 1 F 1 NONE 3.95281 12.7504 12.7504 -19.5717 -19.5717 -65.0924 80.2764
415 PULL 1 F 2 NONE 4.02524 12.7524 12.7524 -19.4606 -19.4606 -65.6541 79.207
415 PULL 1 F 3 NONE 4.06804 12.6769 12.6769 -19.3787 -19.3787 -64.9258 79.1168
415 PULL 1 F 4 NONE 4.10094 12.6886 12.6886 -19.4453 -19.4453 -64.9773 78.1219
416 PULL 1 F 0 NONE 3.79949 12.7802 12.7802 -19.3016 -19.3016 -64.7671 82.074
416 PULL 1 F 1 NONE 3.84127 12.8265 12.8265 -19.3415 -19.3415 -65.1503 80.7684
416 PULL 1 F 2 NONE 3.8704 12.7625 12.7625 -19.3187 -19.3187 -65.4536 80.2065
416 PULL 1 F 3 NONE 3.81673 12.7076 12.7076 -19.3927 -19.3927 -65.0337 78.941
416 PULL 1 F 4 NONE 3.82527 12.7078 12.7078 -19.6039 -19.6039 -64.7384 79.612
417 PULL 1 F 0 NONE 3.81729 12.6391 12.6391 -19.428 -19.428 -62.6781 83.3474
417 PULL 1 F 1 NONE 3.73846 12.7479 12.7479 -19.422 -19.422 -63.3786 83.3875
417 PULL 1 F 2 NONE 3.69082 12.6366 12.6366 -19.2616 -19.2616 -62.5463 83.6908
417 PULL 1 F 3 NONE 3.68859 12.7131 12.7131 -19.0946 -19.0946 -61.9613 82.814
417 PULL 1 F 4 NONE 3.62752 12.7185 12.7185 -19.1094 -19.1094 -62.601 82.7842
418 PULL 1 A 0 NONE 3.93128 12.7244 12.7244 -19.2821 -19.2821 -65.0246 83.755
418 PULL 1 A 1 NONE 3.85234 12.7534 12.7534 -19.5277 -19.5277 -65.5419 83.2695
418 PULL 1 A 2 NONE 3.83445 12.8537 12.8537 -19.642 -19.642 -65.8199 82.9059
418 PULL 1 A 3 NONE 3.77474 12.7088 12.7088 -19.6724 -19.6724 -65.6428 83.6197
418 PULL 1 A 4 NONE 3.71809 12.7484 12.7484 -19.7713 -19.7713 -65.1402 84.3508
419 PULL 1 A 0 NONE 4.09191 12.7008 12.7008 -18.9824 -18.9824 -64.2127 82.8549
419 PULL 1 A 1 NONE 4.033 12.7168 12.7168 -18.892 -18.892 -64.6657 81.8062
419 PULL 1 A 2 NONE 4.06307 12.7062 12.7062 -18.9713 -18.9713 -64.9707 81.814
419 PULL 1 A 3 NONE 4.12001 12.7263 12.7263 -19.1443 -19.1443 -64.9792 82.0468
419 PULL 1 A 4 NONE 4.04314 12.7501 12.7501 -19.0442 -19.0442 -64.2984 81.8563
420 PULL 1 E 0 NONE 4.08383 12.7616 12.7616 -18.7806 -18.7806 -64.516 79.6247
420 PULL 1 E 1 NONE 4.15077 12.6633 12.6633 -18.7553 -18.7553 -63.2991 80.2403
420 PULL 1 E 2 NONE 4.07411 12.6635 12.6635 -18.8904 -18.8904 -64.1214 80.4547
420 PULL 1 E 3 NONE 4.02167 12.7073 12.7073 -19.0655 -19.0655 -64.3852 79.6613
420 PULL 1 E 4 NONE 4.05278 12.7227 12.7227 -19.2306 -19.2306 -64.6057 79.9991
421 PULL 1 F 0 NONE 4.16332 12.6773 12.6773 -19.1017 -19.1017 -62.7906 82.7602
421 PULL 1 F 1 NONE 4.10775 12.6434 12.6434 -19.2203 -19.2203 -63.0165 82.6099
421 PULL 1 F 2 NONE 4.17861 12.7253 12.7253 -19.1224 -19.1224 -63.0762 83.3067
421 PULL 1 F 3 NONE 3.96477 12.7174 12.7174 -19.2791 -19.2791 -63.2609 81.9213
421 PULL 1 F 4 NONE 4.05722 12.7292 12.7292 -19.2067 -19.2067 -63.3331 82.4227
422 PULL 1 B 0 NONE 4.00273 12.7284 12.7284 -19.419 -19.419 -64.3497 82.0903
422 PULL 1 B 1 NONE 4.06341 12.8353 12.8353 -19.2511 -19.2511 -64.2767 80.4371
422 PULL 1 B 2 NONE 3.95279 12.9005 12.9005 -19.0666 -19.0666 -64.6862 81.4898
422 PULL 1 B 3 NONE 3.91313 12.869 12.869 -19.2856 -19.2856 -64.4418 81.9276
422 PULL 1 B 4 NONE 3.894 12.827 12.827 -19.4191 -19.4191 -64.5673 81.2534
423 PULL 1 C 0 NONE 3.87488 12.7443 12.7443 -19.3608 -19.3608 -65.1213 81.2576
423 PULL 1 C 1 NONE 3.94362 12.7419 12.7419 -19.139 -19.139 -65.2408 79.5586
423 PULL 1 C 2 NONE 3.80949 12.7659 12.7659 -19.0511 -19.0511 -64.7491 79.7545
423 PULL 1 C 3 NONE 4.0498 12.7114 12.7114 -19.0978 -19.0978 -64.8646 79.5949
423 PULL 1 C 4 NONE 3.97984 12.7826 12.7826 -19.0034 -19.0034 -63.8073 79.0149
424 PULL 1 B 0 NONE 3.81236 12.8576 12.8576 -19.2193 -19.2193 -64.3825 81.6822
424 PULL 1 B 1 NONE 3.75628 12.868 12.868 -19.1753 -19.1753 -64.1844 82.0062
424 PULL 1 B 2 NONE 3.83812 12.8363 12.8363 -19.2535 -19.2535 -64.2313 82.5027
424 PULL 1 B 3 NONE 3.99935 12.7942 12.7942 -19.3689 -19.3689 -64.3705 81.6958
424 PULL 1 B 4 NONE 4.00185 12.8628 12.8628 -19.3277 -19.3277 -64.3884 81.3973
425 PULL 1 C 0 NONE 4.01593 12.7585 12.7585 -19.5074 -19.5074 -62.9051 80.8786
425 PULL 1 C 1 NONE 3.97322 12.8052 12.8052 -19.4429 -19.4429 -62.9665 80.621
425 PULL 1 C 2 NONE 3.94349 12.6945 12.6945 -19.322 -19.322 -62.983 81.169
425 PULL 1 C 3 NONE 4.04988 12.694 12.694 -19.3208 -19.3208 -62.7418 82.5568
425 PULL 1 C 4 NONE 3.96693 12.7807 12.7807 -19.1891 -19.1891 -61.8892 81.2798
426 PULL 1 F 0 NONE 3.96308 12.759 12.759 -19.4599 -19.4599 -63.3712 83.9651
426 PULL 1 F 1 NONE 4.06313 12.7561 12.7561 -19.4938 -19.4938 -62.4341 83.7929
426 PULL 1 F 2 NONE 4.04742 12.7749 12.7749 -19.3604 -19.3604 -62.6833 83.9054
426 PULL 1 F 3 NONE 4.1683 12.8382 12.8382 -19.4926 -19.4926 -61.9437 83.8509
426 PULL 1 F 4 NONE 4.07969 12.6951 12.6951 -19.3799 -19.3799 -61.5943 83.2925
427 PULL 1 C 0 NONE 3.99661 12.8223 12.8223 -19.3613 -19.3613 -63.9845 79.4352
427 PULL 1 C 1 NONE 3.9303 12.7742 12.7742 -19.4339 -19.4339 -63.9394 79.0832
427 PULL 1 C 2 NONE 3.77196 12.844 12.844 -19.3316 -19.3316 -63.7074 78.1081
427 PULL 1 C 3 NONE 3.76387 12.8247 12.8247 -19.301 -19.301 -62.8432 78.8068
427 PULL 1 C 4 NONE 3.83316 12.8726 12.8726 -19.3384 -19.3384 -63.3564 79.5167
428 PULL 1 F 0 NONE 4.13724 12.771 12.771 -19.5264 -19.5264 -63.1281 82.3785
428 PULL 1 F 1 NONE 4.12528 12.7726 12.7726 -19.5131 -19.5131 -63.2156 82.3592
428 PULL 1 F 2 NONE 4.2534 12.7638 12.7638 -19.2532 -19.2532 -63.4189 83.4112
428 PULL 1 F 3 NONE 4.22801 12.7961 12.7961 -19.4455 -19.4455 -62.8626 83.3844
428 PULL 1 F 4 NONE 4.11082 12.695 12.695 -19.3098 -19.3098 -62.9094 82.8453
429 PULL 1 C 0 NONE 4.10948 12.6674 12.6674 -19.2001 -19.2001 -62.8597 83.2061
429 PULL 1 C 1 NONE 4.08023 12.791 12.791 -19.0911 -19.0911 -63.4708 84.2569
429 PULL 1 C 2 NONE 4.15203 12.9162 12.9162 -19.1502 -19.1502 -62.948 85.086
429 PULL 1 C 3 NONE 4.16864 12.8034 12.8034 -19.3902 -19.3902 -63.2384 85.5099
429 PULL 1 C 4 NONE 4.17262 12.6664 12.6664 -19.2279 -19.2279 -63.0284 84.0668
430 PULL 1 E 0 NONE 3.873 12.7698 12.7698 -19.6206 -19.6206 -63.7607 81.0798
430 PULL 1 E 1 NONE 3.88232 12.7688 12.7688 -19.3099 -19.3099 -63.1344 79.942
430 PULL 1 E 2 NONE 3.92744 12.6804 12.6804 -19.396 -19.396 -64.2055 80.3715
430 PULL 1 E 3 NONE 3.85614 12.833 12.833 -19.2137 -19.2137 -62.8704 80.587
430 PULL 1 E 4 NONE 3.83474 12.791 12.791 -19.2152 -19.2152 -63.3313 79.1312
431 PULL 1 F 0 NONE 3.97437 12.7334 12.7334 -19.3654 -19.3654 -62.2718 78.2784
431 PULL 1 F 1 NONE 3.97269 12.7461 12.7461 -19.4165 -19.4165 -62.5879 79.4673
431 PULL 1 F 2 NONE 3.91594 12.7824 12.7824 -19.558 -19.558 -62.5141 80.4535
431 PULL 1 F 3 NONE 3.97669 12.7398 12.7398 -19.3958 -19.3958 -62.7702 81.6801
431 PULL 1 F 4 NONE 3.95054 12.7704 12.7704 -19.3693 -19.3693 -62.3515 83.0904
432 PULL 1 F 0 NONE 3.68287 12.8533 12.8533 -19.7297 -19.7297 -62.9449 79.5737
432 PULL 1 F 1 NONE 3.60447 12.8851 12.8851 -19.5334 -19.5334 -62.9174 79.6574
432 PULL 1 F 2 NONE 3.49947 12.8648 12.8648 -19.638 -19.638 -62.725 79.4825
432 PULL 1 F 3 NONE 3.63138 12.848 12.848 -19.5445 -19.5445 -61.5775 79.124
432 PULL 1 F 4 NONE 3.68311 12.8167 12.8167 -19.6488 -19.6488 -62.3627 79.408
433 PULL 1 D 0 NONE 3.90441 12.6868 12.6868 -19.4934 -19.4934 -64.6093 82.5379
433 PULL 1 D 1 NONE 3.94451 12.659 12.659 -19.3385 -19.3385 -64.4603 82.4939
433 PULL 1 D 2 NONE 3.99282 12.5789 12.5789 -19.0586 -19.0586 -64.1363 82.5043
433 PULL 1 D 3 NONE 4.00271 12.6088 12.6088 -19.1345 -19.1345 -64.0554 82.746
433 PULL 1 D 4 NONE 3.98504 12.6607 12.6607 -19.2093 -19.2093 -63.5377 82.9067
434 PULL 1 A 0 NONE 3.90757 12.7388 12.7388 -19.101 -19.101 -62.8166 81.3201
434 PULL 1 A 1 NONE 3.75526 12.7621 12.7621 -19.1038 -19.1038 -63.7527 81.1085
434 PULL 1 A 2 NONE 3.96055 12.6271 12.6271 -18.8601 -18.8601 -63.1047 81.2167
434 PULL 1 A 3 NONE 3.89412 12.7266 12.7266 -18.7939 -18.7939 -64.5252 81.6636
434 PULL 1 A 4 NONE 3.9522 12.6838 12.6838 -19.0626 -19.0626 -64.7734 81.3983
435 PULL 1 D 0 NONE 4.14655 12.591 12.591 -19.231 -19.231 -62.0154 85.0061
435 PULL 1 D 1 NONE 4.10205 12.7215 12.7215 -19.3945 -19.3945 -62.4336 85.7716
435 PULL 1 D 2 NONE 3.98067 12.8443 12.8443 -19.3001 -19.3001 -63.5173 86.5084
435 PULL 1 D 3 NONE 4.04329 12.716 12.716 -19.2924 -19.2924 -61.9399 86.7084
